DATA,DESPESA,competencia
2015-11-30,894.35,08-2022
2015-12-31,1353.46,08-2022
2016-01-31,1296.68,08-2022
2016-02-29,1754.7,08-2022
2016-03-31,137.39,08-2022
2016-04-30,0.0,08-2022
2016-05-31,562.1800000000001,08-2022
2016-06-30,664.0,08-2022
2016-07-31,303.14,08-2022
2016-08-31,3781.87,08-2022
2016-09-30,1442.6399999999999,08-2022
2016-10-31,708.3900000000001,08-2022
2016-11-30,692.7,08-2022
2016-12-31,1218.72,08-2022
2017-01-31,766.12,08-2022
2017-02-28,270.6,08-2022
2017-03-31,329.67,08-2022
2017-04-30,318.22,08-2022
2017-05-31,0.0,08-2022
2017-06-30,211.64,08-2022
2017-07-31,440.0,08-2022
2017-08-31,77.63,08-2022
2017-09-30,641.3599999999999,08-2022
2017-10-31,797.36,08-2022
2017-11-30,283.0,08-2022
2017-12-31,0.0,08-2022
2018-01-31,334.48,08-2022
2018-02-28,0.0,08-2022
2018-03-31,1726.16,08-2022
2018-04-30,1197.01,08-2022
2018-05-31,1155.03,08-2022
2018-06-30,285.0,08-2022
2018-07-31,791.41,08-2022
2018-08-31,423.1,08-2022
2018-09-30,1298.37,08-2022
2018-10-31,1178.6,08-2022
2018-11-30,1123.06,08-2022
2018-12-31,605.53,08-2022
2019-01-31,0.0,08-2022
2019-02-28,756.53,08-2022
2019-03-31,1522.15,08-2022
2019-04-30,115.5,08-2022
2019-05-31,100.0,08-2022
2019-06-30,362.72,08-2022
2019-07-31,0.0,08-2022
2019-08-31,416.0,08-2022
2019-09-30,0.0,08-2022
2019-10-31,0.0,08-2022
2019-11-30,305.09000000000003,08-2022
2019-12-31,1096.6,08-2022
2020-01-31,2033.41,08-2022
2020-02-29,5841.84,08-2022
2020-03-31,1348.39,08-2022
2020-04-30,223.29,08-2022
2020-05-31,1762.61,08-2022
2020-06-30,371.6,08-2022
2020-07-31,3014.49,08-2022
2020-08-31,5627.44,08-2022
2020-09-30,1355.0,08-2022
2020-10-31,766.31,08-2022
2020-11-30,6467.799999999999,08-2022
2020-12-31,3379.56,08-2022
2021-01-31,2855.08,08-2022
2021-02-28,4981.7,08-2022
2021-03-31,207.8,08-2022
2021-04-30,2169.65,08-2022
2021-05-31,1996.29,08-2022
2021-06-30,3907.05,08-2022
2021-07-31,1776.54,08-2022
2021-08-31,5661.299999999999,08-2022
2021-09-30,6646.8099999999995,08-2022
2021-10-31,9704.3,08-2022
2021-11-30,21101.54,08-2022
2021-12-31,6765.21,08-2022
2022-01-31,8510.42,08-2022
2022-02-28,9258.6,08-2022
2022-03-31,3415.0099999999998,08-2022
2022-04-30,5849.759999999999,08-2022
2022-05-31,199646.72,08-2022
2022-06-30,155649.94999999998,08-2022
2022-07-31,193612.37,08-2022
2022-08-31,4728384.14,08-2022
2006-11-30,113.4,08-2023
2006-12-31,3074.0899999999997,08-2023
2007-01-31,1747.37,08-2023
2007-02-28,0.0,08-2023
2007-03-31,2346.06,08-2023
2007-04-30,415.8,08-2023
2007-05-31,594.48,08-2023
2007-06-30,389.79,08-2023
2007-07-31,422.08,08-2023
2007-08-31,0.0,08-2023
2007-09-30,0.0,08-2023
2007-10-31,155.6,08-2023
2007-11-30,0.0,08-2023
2007-12-31,32.63,08-2023
2008-01-31,0.0,08-2023
2008-02-29,0.0,08-2023
2008-03-31,40.0,08-2023
2008-04-30,0.0,08-2023
2008-05-31,0.0,08-2023
2008-06-30,0.0,08-2023
2008-07-31,0.0,08-2023
2008-08-31,0.0,08-2023
2008-09-30,0.0,08-2023
2008-10-31,84.0,08-2023
2008-11-30,42.0,08-2023
2008-12-31,875.0,08-2023
2009-01-31,293.41999999999996,08-2023
2009-02-28,0.0,08-2023
2009-03-31,0.0,08-2023
2009-04-30,42.0,08-2023
2009-05-31,0.0,08-2023
2009-06-30,0.0,08-2023
2009-07-31,0.0,08-2023
2009-08-31,900.0,08-2023
2009-09-30,0.0,08-2023
2009-10-31,646.68,08-2023
2009-11-30,351.1,08-2023
2009-12-31,0.0,08-2023
2010-01-31,3007.06,08-2023
2010-02-28,0.0,08-2023
2010-03-31,0.0,08-2023
2010-04-30,1027.72,08-2023
2010-05-31,0.0,08-2023
2010-06-30,32.25,08-2023
2010-07-31,0.0,08-2023
2010-08-31,0.0,08-2023
2010-09-30,174.03,08-2023
2010-10-31,236.87,08-2023
2010-11-30,80.1,08-2023
2010-12-31,119.68,08-2023
2011-01-31,0.0,08-2023
2011-02-28,4091.58,08-2023
2011-03-31,0.0,08-2023
2011-04-30,247.79999999999998,08-2023
2011-05-31,40.94,08-2023
2011-06-30,56.96,08-2023
2011-07-31,0.0,08-2023
2011-08-31,2701.76,08-2023
2011-09-30,19.15,08-2023
2011-10-31,44.5,08-2023
2011-11-30,65.95,08-2023
2011-12-31,571.4300000000001,08-2023
2012-01-31,789.3199999999999,08-2023
2012-02-29,0.0,08-2023
2012-03-31,173.8,08-2023
2012-04-30,403.9,08-2023
2012-05-31,195.47,08-2023
2012-06-30,767.97,08-2023
2012-07-31,172.0,08-2023
2012-08-31,442.2,08-2023
2012-09-30,1475.9,08-2023
2012-10-31,208.45,08-2023
2012-11-30,763.3,08-2023
2012-12-31,617.48,08-2023
2013-01-31,321.98,08-2023
2013-02-28,266.25,08-2023
2013-03-31,334.06,08-2023
2013-04-30,3312.8299999999995,08-2023
2013-05-31,618.26,08-2023
2013-06-30,75.55,08-2023
2013-07-31,941.51,08-2023
2013-08-31,143.57,08-2023
2013-09-30,402.0,08-2023
2013-10-31,426.86,08-2023
2013-11-30,323.75,08-2023
2013-12-31,393.28,08-2023
2014-01-31,334.96,08-2023
2014-02-28,519.13,08-2023
2014-03-31,622.11,08-2023
2014-04-30,6353.959999999999,08-2023
2014-05-31,191.55,08-2023
2014-06-30,587.65,08-2023
2014-07-31,146.0,08-2023
2014-08-31,268.0,08-2023
2014-09-30,146.0,08-2023
2014-10-31,0.0,08-2023
2014-11-30,633.0,08-2023
2014-12-31,918.92,08-2023
2015-01-31,0.0,08-2023
2015-02-28,1692.26,08-2023
2015-03-31,0.0,08-2023
2015-04-30,640.88,08-2023
2015-05-31,2814.56,08-2023
2015-06-30,0.0,08-2023
2015-07-31,0.0,08-2023
2015-08-31,2893.7599999999998,08-2023
2015-09-30,68.28,08-2023
2015-10-31,0.0,08-2023
2015-11-30,894.35,08-2023
2015-12-31,1353.46,08-2023
2016-01-31,1296.68,08-2023
2016-02-29,1754.7,08-2023
2016-03-31,137.39,08-2023
2016-04-30,0.0,08-2023
2016-05-31,562.1800000000001,08-2023
2016-06-30,664.0,08-2023
2016-07-31,303.14,08-2023
2016-08-31,3781.87,08-2023
2016-09-30,1442.6399999999999,08-2023
2016-10-31,708.3900000000001,08-2023
2016-11-30,692.7,08-2023
2016-12-31,1218.72,08-2023
2017-01-31,766.12,08-2023
2017-02-28,270.6,08-2023
2017-03-31,329.67,08-2023
2017-04-30,318.22,08-2023
2017-05-31,0.0,08-2023
2017-06-30,211.64,08-2023
2017-07-31,440.0,08-2023
2017-08-31,77.63,08-2023
2017-09-30,641.3599999999999,08-2023
2017-10-31,797.36,08-2023
2017-11-30,283.0,08-2023
2017-12-31,0.0,08-2023
2018-01-31,334.48,08-2023
2018-02-28,0.0,08-2023
2018-03-31,1726.16,08-2023
2018-04-30,1197.01,08-2023
2018-05-31,1155.03,08-2023
2018-06-30,285.0,08-2023
2018-07-31,791.41,08-2023
2018-08-31,423.1,08-2023
2018-09-30,1298.37,08-2023
2018-10-31,1178.6,08-2023
2018-11-30,1123.06,08-2023
2018-12-31,605.53,08-2023
2019-01-31,0.0,08-2023
2019-02-28,571.96,08-2023
2019-03-31,1522.15,08-2023
2019-04-30,115.5,08-2023
2019-05-31,0.0,08-2023
2019-06-30,362.72,08-2023
2019-07-31,0.0,08-2023
2019-08-31,416.0,08-2023
2019-09-30,0.0,08-2023
2019-10-31,0.0,08-2023
2019-11-30,305.09000000000003,08-2023
2019-12-31,1096.6,08-2023
2020-01-31,2033.41,08-2023
2020-02-29,485.08000000000004,08-2023
2020-03-31,1348.39,08-2023
2020-04-30,223.29,08-2023
2020-05-31,0.0,08-2023
2020-06-30,371.6,08-2023
2020-07-31,2090.85,08-2023
2020-08-31,4376.7699999999995,08-2023
2020-09-30,1355.0,08-2023
2020-10-31,478.51,08-2023
2020-11-30,6467.799999999999,08-2023
2020-12-31,3379.56,08-2023
2021-01-31,2647.2799999999997,08-2023
2021-02-28,4877.8,08-2023
2021-03-31,0.0,08-2023
2021-04-30,2169.65,08-2023
2021-05-31,1996.29,08-2023
2021-06-30,3518.28,08-2023
2021-07-31,868.1700000000001,08-2023
2021-08-31,4106.34,08-2023
2021-09-30,2975.21,08-2023
2021-10-31,8844.05,08-2023
2021-11-30,20762.16,08-2023
2021-12-31,4918.01,08-2023
2022-01-31,2800.83,08-2023
2022-02-28,7095.93,08-2023
2022-03-31,500.84,08-2023
2022-04-30,187.04,08-2023
2022-05-31,6675.91,08-2023
2022-06-30,17666.47,08-2023
2022-07-31,7143.08,08-2023
2022-08-31,3814.3599999999997,08-2023
2022-09-30,630.93,08-2023
2022-10-31,6618.34,08-2023
2022-11-30,3597.48,08-2023
2022-12-31,4232.18,08-2023
2023-01-31,16477.44,08-2023
2023-02-28,5950.52,08-2023
2023-03-31,9867.01,08-2023
2023-04-30,8941.91,08-2023
2023-05-31,5224.61,08-2023
2023-06-30,30680.239999999998,08-2023
2023-07-31,87524.79000000001,08-2023
2023-08-31,4494719.13,08-2023
2006-11-30,113.4,09-2022
2006-12-31,3074.0899999999997,09-2022
2007-01-31,1747.37,09-2022
2007-02-28,0.0,09-2022
2007-03-31,2346.06,09-2022
2007-04-30,415.8,09-2022
2007-05-31,594.48,09-2022
2007-06-30,389.79,09-2022
2007-07-31,422.08,09-2022
2007-08-31,0.0,09-2022
2007-09-30,0.0,09-2022
2007-10-31,155.6,09-2022
2007-11-30,0.0,09-2022
2007-12-31,32.63,09-2022
2008-01-31,0.0,09-2022
2008-02-29,0.0,09-2022
2008-03-31,40.0,09-2022
2008-04-30,0.0,09-2022
2008-05-31,0.0,09-2022
2008-06-30,0.0,09-2022
2008-07-31,0.0,09-2022
2008-08-31,0.0,09-2022
2008-09-30,0.0,09-2022
2008-10-31,84.0,09-2022
2008-11-30,42.0,09-2022
2008-12-31,875.0,09-2022
2009-01-31,293.41999999999996,09-2022
2009-02-28,0.0,09-2022
2009-03-31,0.0,09-2022
2009-04-30,42.0,09-2022
2009-05-31,0.0,09-2022
2009-06-30,0.0,09-2022
2009-07-31,0.0,09-2022
2009-08-31,900.0,09-2022
2009-09-30,0.0,09-2022
2009-10-31,646.68,09-2022
2009-11-30,351.1,09-2022
2009-12-31,0.0,09-2022
2010-01-31,3007.06,09-2022
2010-02-28,0.0,09-2022
2010-03-31,0.0,09-2022
2010-04-30,1027.72,09-2022
2010-05-31,0.0,09-2022
2010-06-30,32.25,09-2022
2010-07-31,0.0,09-2022
2010-08-31,0.0,09-2022
2010-09-30,174.03,09-2022
2010-10-31,236.87,09-2022
2010-11-30,80.1,09-2022
2010-12-31,119.68,09-2022
2011-01-31,0.0,09-2022
2011-02-28,4091.58,09-2022
2011-03-31,0.0,09-2022
2011-04-30,247.79999999999998,09-2022
2011-05-31,40.94,09-2022
2011-06-30,56.96,09-2022
2011-07-31,0.0,09-2022
2011-08-31,2701.76,09-2022
2011-09-30,19.15,09-2022
2011-10-31,44.5,09-2022
2011-11-30,65.95,09-2022
2011-12-31,571.4300000000001,09-2022
2012-01-31,789.3199999999999,09-2022
2012-02-29,0.0,09-2022
2012-03-31,173.8,09-2022
2012-04-30,403.9,09-2022
2012-05-31,195.47,09-2022
2012-06-30,767.97,09-2022
2012-07-31,172.0,09-2022
2012-08-31,442.2,09-2022
2012-09-30,1475.9,09-2022
2012-10-31,208.45,09-2022
2012-11-30,763.3,09-2022
2012-12-31,617.48,09-2022
2013-01-31,321.98,09-2022
2013-02-28,266.25,09-2022
2013-03-31,334.06,09-2022
2013-04-30,3312.8299999999995,09-2022
2013-05-31,618.26,09-2022
2013-06-30,75.55,09-2022
2013-07-31,941.51,09-2022
2013-08-31,143.57,09-2022
2013-09-30,402.0,09-2022
2013-10-31,426.86,09-2022
2013-11-30,323.75,09-2022
2013-12-31,393.28,09-2022
2014-01-31,334.96,09-2022
2014-02-28,519.13,09-2022
2014-03-31,622.11,09-2022
2014-04-30,6353.959999999999,09-2022
2014-05-31,191.55,09-2022
2014-06-30,587.65,09-2022
2014-07-31,146.0,09-2022
2014-08-31,268.0,09-2022
2014-09-30,146.0,09-2022
2014-10-31,0.0,09-2022
2014-11-30,633.0,09-2022
2014-12-31,918.92,09-2022
2015-01-31,0.0,09-2022
2015-02-28,1692.26,09-2022
2015-03-31,0.0,09-2022
2015-04-30,640.88,09-2022
2015-05-31,2814.56,09-2022
2015-06-30,0.0,09-2022
2015-07-31,0.0,09-2022
2015-08-31,2893.7599999999998,09-2022
2015-09-30,68.28,09-2022
2015-10-31,0.0,09-2022
2015-11-30,894.35,09-2022
2015-12-31,1353.46,09-2022
2016-01-31,1296.68,09-2022
2016-02-29,1754.7,09-2022
2016-03-31,137.39,09-2022
2016-04-30,0.0,09-2022
2016-05-31,562.1800000000001,09-2022
2016-06-30,664.0,09-2022
2016-07-31,303.14,09-2022
2016-08-31,3781.87,09-2022
2016-09-30,1442.6399999999999,09-2022
2016-10-31,708.3900000000001,09-2022
2016-11-30,692.7,09-2022
2016-12-31,1218.72,09-2022
2017-01-31,766.12,09-2022
2017-02-28,270.6,09-2022
2017-03-31,329.67,09-2022
2017-04-30,318.22,09-2022
2017-05-31,0.0,09-2022
2017-06-30,211.64,09-2022
2017-07-31,440.0,09-2022
2017-08-31,77.63,09-2022
2017-09-30,641.3599999999999,09-2022
2017-10-31,797.36,09-2022
2017-11-30,283.0,09-2022
2017-12-31,0.0,09-2022
2018-01-31,334.48,09-2022
2018-02-28,0.0,09-2022
2018-03-31,1726.16,09-2022
2018-04-30,1197.01,09-2022
2018-05-31,1155.03,09-2022
2018-06-30,285.0,09-2022
2018-07-31,791.41,09-2022
2018-08-31,423.1,09-2022
2018-09-30,1298.37,09-2022
2018-10-31,1178.6,09-2022
2018-11-30,1123.06,09-2022
2018-12-31,605.53,09-2022
2019-01-31,0.0,09-2022
2019-02-28,756.53,09-2022
2019-03-31,1522.15,09-2022
2019-04-30,115.5,09-2022
2019-05-31,100.0,09-2022
2019-06-30,362.72,09-2022
2019-07-31,0.0,09-2022
2019-08-31,416.0,09-2022
2019-09-30,0.0,09-2022
2019-10-31,0.0,09-2022
2019-11-30,305.09000000000003,09-2022
2019-12-31,1096.6,09-2022
2020-01-31,2033.41,09-2022
2020-02-29,5841.84,09-2022
2020-03-31,1348.39,09-2022
2020-04-30,223.29,09-2022
2020-05-31,1762.61,09-2022
2020-06-30,371.6,09-2022
2020-07-31,3014.49,09-2022
2020-08-31,5627.44,09-2022
2020-09-30,1355.0,09-2022
2020-10-31,766.31,09-2022
2020-11-30,6467.799999999999,09-2022
2020-12-31,3379.56,09-2022
2021-01-31,2855.08,09-2022
2021-02-28,4981.7,09-2022
2021-03-31,207.8,09-2022
2021-04-30,2169.65,09-2022
2021-05-31,1996.29,09-2022
2021-06-30,3907.05,09-2022
2021-07-31,1360.94,09-2022
2021-08-31,5037.9,09-2022
2021-09-30,5912.889999999999,09-2022
2021-10-31,9704.3,09-2022
2021-11-30,21101.54,09-2022
2021-12-31,5504.6,09-2022
2022-01-31,8510.42,09-2022
2022-02-28,8663.83,09-2022
2022-03-31,2104.46,09-2022
2022-04-30,4632.259999999999,09-2022
2022-05-31,11148.18,09-2022
2022-06-30,80919.84,09-2022
2022-07-31,21135.95,09-2022
2022-08-31,172963.47999999998,09-2022
2022-09-30,4647609.61,09-2022
2006-11-30,113.4,09-2023
2006-12-31,3074.0899999999997,09-2023
2007-01-31,1747.37,09-2023
2007-02-28,0.0,09-2023
2007-03-31,2346.06,09-2023
2007-04-30,415.8,09-2023
2007-05-31,594.48,09-2023
2007-06-30,389.79,09-2023
2007-07-31,422.08,09-2023
2007-08-31,0.0,09-2023
2007-09-30,0.0,09-2023
2007-10-31,155.6,09-2023
2007-11-30,0.0,09-2023
2007-12-31,32.63,09-2023
2008-01-31,0.0,09-2023
2008-02-29,0.0,09-2023
2008-03-31,40.0,09-2023
2008-04-30,0.0,09-2023
2008-05-31,0.0,09-2023
2008-06-30,0.0,09-2023
2008-07-31,0.0,09-2023
2008-08-31,0.0,09-2023
2008-09-30,0.0,09-2023
2008-10-31,84.0,09-2023
2008-11-30,42.0,09-2023
2008-12-31,875.0,09-2023
2009-01-31,293.41999999999996,09-2023
2009-02-28,0.0,09-2023
2009-03-31,0.0,09-2023
2009-04-30,42.0,09-2023
2009-05-31,0.0,09-2023
2009-06-30,0.0,09-2023
2009-07-31,0.0,09-2023
2009-08-31,900.0,09-2023
2009-09-30,0.0,09-2023
2009-10-31,646.68,09-2023
2009-11-30,351.1,09-2023
2009-12-31,0.0,09-2023
2010-01-31,3007.06,09-2023
2010-02-28,0.0,09-2023
2010-03-31,0.0,09-2023
2010-04-30,1027.72,09-2023
2010-05-31,0.0,09-2023
2010-06-30,32.25,09-2023
2010-07-31,0.0,09-2023
2010-08-31,0.0,09-2023
2010-09-30,174.03,09-2023
2010-10-31,236.87,09-2023
2010-11-30,80.1,09-2023
2010-12-31,119.68,09-2023
2011-01-31,0.0,09-2023
2011-02-28,4091.58,09-2023
2011-03-31,0.0,09-2023
2011-04-30,247.79999999999998,09-2023
2011-05-31,40.94,09-2023
2011-06-30,56.96,09-2023
2011-07-31,0.0,09-2023
2011-08-31,2701.76,09-2023
2011-09-30,19.15,09-2023
2011-10-31,44.5,09-2023
2011-11-30,65.95,09-2023
2011-12-31,571.4300000000001,09-2023
2012-01-31,789.3199999999999,09-2023
2012-02-29,0.0,09-2023
2012-03-31,173.8,09-2023
2012-04-30,403.9,09-2023
2012-05-31,195.47,09-2023
2012-06-30,767.97,09-2023
2012-07-31,172.0,09-2023
2012-08-31,442.2,09-2023
2012-09-30,1475.9,09-2023
2012-10-31,208.45,09-2023
2012-11-30,763.3,09-2023
2012-12-31,617.48,09-2023
2013-01-31,321.98,09-2023
2013-02-28,266.25,09-2023
2013-03-31,334.06,09-2023
2013-04-30,3312.8299999999995,09-2023
2013-05-31,618.26,09-2023
2013-06-30,75.55,09-2023
2013-07-31,941.51,09-2023
2013-08-31,143.57,09-2023
2013-09-30,402.0,09-2023
2013-10-31,426.86,09-2023
2013-11-30,323.75,09-2023
2013-12-31,393.28,09-2023
2014-01-31,334.96,09-2023
2014-02-28,519.13,09-2023
2014-03-31,622.11,09-2023
2014-04-30,6353.959999999999,09-2023
2014-05-31,191.55,09-2023
2014-06-30,587.65,09-2023
2014-07-31,146.0,09-2023
2014-08-31,268.0,09-2023
2014-09-30,146.0,09-2023
2014-10-31,0.0,09-2023
2014-11-30,633.0,09-2023
2014-12-31,918.92,09-2023
2015-01-31,0.0,09-2023
2015-02-28,1692.26,09-2023
2015-03-31,0.0,09-2023
2015-04-30,640.88,09-2023
2015-05-31,2814.56,09-2023
2015-06-30,0.0,09-2023
2015-07-31,0.0,09-2023
2015-08-31,2893.7599999999998,09-2023
2015-09-30,68.28,09-2023
2015-10-31,0.0,09-2023
2015-11-30,894.35,09-2023
2015-12-31,1353.46,09-2023
2016-01-31,1296.68,09-2023
2016-02-29,1754.7,09-2023
2016-03-31,137.39,09-2023
2016-04-30,0.0,09-2023
2016-05-31,562.1800000000001,09-2023
2016-06-30,664.0,09-2023
2016-07-31,303.14,09-2023
2016-08-31,3781.87,09-2023
2016-09-30,1442.6399999999999,09-2023
2016-10-31,708.3900000000001,09-2023
2016-11-30,692.7,09-2023
2016-12-31,1218.72,09-2023
2017-01-31,766.12,09-2023
2017-02-28,270.6,09-2023
2017-03-31,329.67,09-2023
2017-04-30,318.22,09-2023
2017-05-31,0.0,09-2023
2017-06-30,211.64,09-2023
2017-07-31,440.0,09-2023
2017-08-31,77.63,09-2023
2017-09-30,641.3599999999999,09-2023
2017-10-31,797.36,09-2023
2017-11-30,283.0,09-2023
2017-12-31,0.0,09-2023
2018-01-31,334.48,09-2023
2018-02-28,0.0,09-2023
2018-03-31,1726.16,09-2023
2018-04-30,1197.01,09-2023
2018-05-31,1155.03,09-2023
2018-06-30,285.0,09-2023
2018-07-31,791.41,09-2023
2018-08-31,423.1,09-2023
2018-09-30,1298.37,09-2023
2018-10-31,1178.6,09-2023
2018-11-30,1123.06,09-2023
2018-12-31,605.53,09-2023
2019-01-31,0.0,09-2023
2019-02-28,571.96,09-2023
2019-03-31,1522.15,09-2023
2019-04-30,115.5,09-2023
2019-05-31,0.0,09-2023
2019-06-30,362.72,09-2023
2019-07-31,0.0,09-2023
2019-08-31,416.0,09-2023
2019-09-30,0.0,09-2023
2019-10-31,0.0,09-2023
2019-11-30,305.09000000000003,09-2023
2019-12-31,1096.6,09-2023
2020-01-31,2033.41,09-2023
2020-02-29,485.08000000000004,09-2023
2020-03-31,1348.39,09-2023
2020-04-30,223.29,09-2023
2020-05-31,0.0,09-2023
2020-06-30,371.6,09-2023
2020-07-31,2090.85,09-2023
2020-08-31,4376.7699999999995,09-2023
2020-09-30,1355.0,09-2023
2020-10-31,478.51,09-2023
2020-11-30,6467.799999999999,09-2023
2020-12-31,3379.56,09-2023
2021-01-31,2647.2799999999997,09-2023
2021-02-28,4877.8,09-2023
2021-03-31,0.0,09-2023
2021-04-30,2169.65,09-2023
2021-05-31,1996.29,09-2023
2021-06-30,3518.28,09-2023
2021-07-31,868.1700000000001,09-2023
2021-08-31,4106.34,09-2023
2021-09-30,2975.21,09-2023
2021-10-31,8844.05,09-2023
2021-11-30,20762.16,09-2023
2021-12-31,4918.01,09-2023
2022-01-31,2800.83,09-2023
2022-02-28,7095.93,09-2023
2022-03-31,500.84,09-2023
2022-04-30,187.04,09-2023
2022-05-31,6675.91,09-2023
2022-06-30,17666.47,09-2023
2022-07-31,7143.08,09-2023
2022-08-31,3814.3599999999997,09-2023
2022-09-30,630.93,09-2023
2022-10-31,6618.34,09-2023
2022-11-30,3597.48,09-2023
2022-12-31,4232.18,09-2023
2023-01-31,16359.5,09-2023
2023-02-28,4604.37,09-2023
2023-03-31,8977.42,09-2023
2023-04-30,8644.720000000001,09-2023
2023-05-31,5224.61,09-2023
2023-06-30,22388.45,09-2023
2023-07-31,21521.97,09-2023
2023-08-31,71701.24,09-2023
2023-09-30,4874756.06,09-2023
2006-11-30,113.4,10-2022
2006-12-31,3074.0899999999997,10-2022
2007-01-31,1747.37,10-2022
2007-02-28,0.0,10-2022
2007-03-31,2346.06,10-2022
2007-04-30,415.8,10-2022
2007-05-31,594.48,10-2022
2007-06-30,389.79,10-2022
2007-07-31,422.08,10-2022
2007-08-31,0.0,10-2022
2007-09-30,0.0,10-2022
2007-10-31,155.6,10-2022
2007-11-30,0.0,10-2022
2007-12-31,32.63,10-2022
2008-01-31,0.0,10-2022
2008-02-29,0.0,10-2022
2008-03-31,40.0,10-2022
2008-04-30,0.0,10-2022
2008-05-31,0.0,10-2022
2008-06-30,0.0,10-2022
2008-07-31,0.0,10-2022
2008-08-31,0.0,10-2022
2008-09-30,0.0,10-2022
2008-10-31,84.0,10-2022
2008-11-30,42.0,10-2022
2008-12-31,875.0,10-2022
2009-01-31,293.41999999999996,10-2022
2009-02-28,0.0,10-2022
2009-03-31,0.0,10-2022
2009-04-30,42.0,10-2022
2009-05-31,0.0,10-2022
2009-06-30,0.0,10-2022
2009-07-31,0.0,10-2022
2009-08-31,900.0,10-2022
2009-09-30,0.0,10-2022
2009-10-31,646.68,10-2022
2009-11-30,351.1,10-2022
2009-12-31,0.0,10-2022
2010-01-31,3007.06,10-2022
2010-02-28,0.0,10-2022
2010-03-31,0.0,10-2022
2010-04-30,1027.72,10-2022
2010-05-31,0.0,10-2022
2010-06-30,32.25,10-2022
2010-07-31,0.0,10-2022
2010-08-31,0.0,10-2022
2010-09-30,174.03,10-2022
2010-10-31,236.87,10-2022
2010-11-30,80.1,10-2022
2010-12-31,119.68,10-2022
2011-01-31,0.0,10-2022
2011-02-28,4091.58,10-2022
2011-03-31,0.0,10-2022
2011-04-30,247.79999999999998,10-2022
2011-05-31,40.94,10-2022
2011-06-30,56.96,10-2022
2011-07-31,0.0,10-2022
2011-08-31,2701.76,10-2022
2011-09-30,19.15,10-2022
2011-10-31,44.5,10-2022
2011-11-30,65.95,10-2022
2011-12-31,571.4300000000001,10-2022
2012-01-31,789.3199999999999,10-2022
2012-02-29,0.0,10-2022
2012-03-31,173.8,10-2022
2012-04-30,403.9,10-2022
2012-05-31,195.47,10-2022
2012-06-30,767.97,10-2022
2012-07-31,172.0,10-2022
2012-08-31,442.2,10-2022
2012-09-30,1475.9,10-2022
2012-10-31,208.45,10-2022
2012-11-30,763.3,10-2022
2012-12-31,617.48,10-2022
2013-01-31,321.98,10-2022
2013-02-28,266.25,10-2022
2013-03-31,334.06,10-2022
2013-04-30,3312.8299999999995,10-2022
2013-05-31,618.26,10-2022
2013-06-30,75.55,10-2022
2013-07-31,941.51,10-2022
2013-08-31,143.57,10-2022
2013-09-30,402.0,10-2022
2013-10-31,426.86,10-2022
2013-11-30,323.75,10-2022
2013-12-31,393.28,10-2022
2014-01-31,334.96,10-2022
2014-02-28,519.13,10-2022
2014-03-31,622.11,10-2022
2014-04-30,6353.959999999999,10-2022
2014-05-31,191.55,10-2022
2014-06-30,587.65,10-2022
2014-07-31,146.0,10-2022
2014-08-31,268.0,10-2022
2014-09-30,146.0,10-2022
2014-10-31,0.0,10-2022
2014-11-30,633.0,10-2022
2014-12-31,918.92,10-2022
2015-01-31,0.0,10-2022
2015-02-28,1692.26,10-2022
2015-03-31,0.0,10-2022
2015-04-30,640.88,10-2022
2015-05-31,2814.56,10-2022
2015-06-30,0.0,10-2022
2015-07-31,0.0,10-2022
2015-08-31,2893.7599999999998,10-2022
2015-09-30,68.28,10-2022
2015-10-31,0.0,10-2022
2015-11-30,894.35,10-2022
2015-12-31,1353.46,10-2022
2016-01-31,1296.68,10-2022
2016-02-29,1754.7,10-2022
2016-03-31,137.39,10-2022
2016-04-30,0.0,10-2022
2016-05-31,562.1800000000001,10-2022
2016-06-30,664.0,10-2022
2016-07-31,303.14,10-2022
2016-08-31,3781.87,10-2022
2016-09-30,1442.6399999999999,10-2022
2016-10-31,708.3900000000001,10-2022
2016-11-30,692.7,10-2022
2016-12-31,1218.72,10-2022
2017-01-31,766.12,10-2022
2017-02-28,270.6,10-2022
2017-03-31,329.67,10-2022
2017-04-30,318.22,10-2022
2017-05-31,0.0,10-2022
2017-06-30,211.64,10-2022
2017-07-31,440.0,10-2022
2017-08-31,77.63,10-2022
2017-09-30,641.3599999999999,10-2022
2017-10-31,797.36,10-2022
2017-11-30,283.0,10-2022
2017-12-31,0.0,10-2022
2018-01-31,334.48,10-2022
2018-02-28,0.0,10-2022
2018-03-31,1726.16,10-2022
2018-04-30,1197.01,10-2022
2018-05-31,1155.03,10-2022
2018-06-30,285.0,10-2022
2018-07-31,791.41,10-2022
2018-08-31,423.1,10-2022
2018-09-30,1298.37,10-2022
2018-10-31,1178.6,10-2022
2018-11-30,1123.06,10-2022
2018-12-31,605.53,10-2022
2019-01-31,0.0,10-2022
2019-02-28,756.53,10-2022
2019-03-31,1522.15,10-2022
2019-04-30,115.5,10-2022
2019-05-31,100.0,10-2022
2019-06-30,362.72,10-2022
2019-07-31,0.0,10-2022
2019-08-31,416.0,10-2022
2019-09-30,0.0,10-2022
2019-10-31,0.0,10-2022
2019-11-30,305.09000000000003,10-2022
2019-12-31,1096.6,10-2022
2020-01-31,2033.41,10-2022
2020-02-29,5841.84,10-2022
