DATA,DESPESA,competencia
2012-04-30,403.9,04-2021
2012-05-31,195.47,04-2021
2012-06-30,767.97,04-2021
2012-07-31,172.0,04-2021
2012-08-31,442.2,04-2021
2012-09-30,1475.9,04-2021
2012-10-31,208.45,04-2021
2012-11-30,763.3,04-2021
2012-12-31,617.48,04-2021
2013-01-31,321.98,04-2021
2013-02-28,266.25,04-2021
2013-03-31,334.06,04-2021
2013-04-30,3312.8299999999995,04-2021
2013-05-31,618.26,04-2021
2013-06-30,75.55,04-2021
2013-07-31,941.51,04-2021
2013-08-31,143.57,04-2021
2013-09-30,402.0,04-2021
2013-10-31,426.86,04-2021
2013-11-30,323.75,04-2021
2013-12-31,393.28,04-2021
2014-01-31,334.96,04-2021
2014-02-28,519.13,04-2021
2014-03-31,622.11,04-2021
2014-04-30,6353.959999999999,04-2021
2014-05-31,191.55,04-2021
2014-06-30,587.65,04-2021
2014-07-31,146.0,04-2021
2014-08-31,268.0,04-2021
2014-09-30,146.0,04-2021
2014-10-31,0.0,04-2021
2014-11-30,633.0,04-2021
2014-12-31,918.92,04-2021
2015-01-31,0.0,04-2021
2015-02-28,1692.26,04-2021
2015-03-31,0.0,04-2021
2015-04-30,640.88,04-2021
2015-05-31,2814.56,04-2021
2015-06-30,0.0,04-2021
2015-07-31,0.0,04-2021
2015-08-31,2893.7599999999998,04-2021
2015-09-30,68.28,04-2021
2015-10-31,0.0,04-2021
2015-11-30,894.35,04-2021
2015-12-31,1353.46,04-2021
2016-01-31,1296.68,04-2021
2016-02-29,1754.7,04-2021
2016-03-31,137.39,04-2021
2016-04-30,0.0,04-2021
2016-05-31,562.1800000000001,04-2021
2016-06-30,911.56,04-2021
2016-07-31,303.14,04-2021
2016-08-31,3876.27,04-2021
2016-09-30,1442.6399999999999,04-2021
2016-10-31,708.3900000000001,04-2021
2016-11-30,692.7,04-2021
2016-12-31,1218.72,04-2021
2017-01-31,766.12,04-2021
2017-02-28,270.6,04-2021
2017-03-31,329.67,04-2021
2017-04-30,318.22,04-2021
2017-05-31,0.0,04-2021
2017-06-30,211.64,04-2021
2017-07-31,440.0,04-2021
2017-08-31,77.63,04-2021
2017-09-30,641.3599999999999,04-2021
2017-10-31,797.36,04-2021
2017-11-30,283.0,04-2021
2017-12-31,368.33,04-2021
2018-01-31,334.48,04-2021
2018-02-28,0.0,04-2021
2018-03-31,1726.16,04-2021
2018-04-30,1197.01,04-2021
2018-05-31,1155.03,04-2021
2018-06-30,285.0,04-2021
2018-07-31,791.41,04-2021
2018-08-31,423.1,04-2021
2018-09-30,1298.37,04-2021
2018-10-31,1178.6,04-2021
2018-11-30,1123.06,04-2021
2018-12-31,605.53,04-2021
2019-01-31,0.0,04-2021
2019-02-28,1539.1399999999999,04-2021
2019-03-31,1522.15,04-2021
2019-04-30,780.53,04-2021
2019-05-31,100.0,04-2021
2019-06-30,362.72,04-2021
2019-07-31,5763.82,04-2021
2019-08-31,416.0,04-2021
2019-09-30,767.73,04-2021
2019-10-31,0.0,04-2021
2019-11-30,305.09000000000003,04-2021
2019-12-31,1296.72,04-2021
2020-01-31,2033.41,04-2021
2020-02-29,6848.57,04-2021
2020-03-31,2600.3900000000003,04-2021
2020-04-30,223.29,04-2021
2020-05-31,1762.61,04-2021
2020-06-30,371.6,04-2021
2020-07-31,3014.49,04-2021
2020-08-31,5627.44,04-2021
2020-09-30,5627.6900000000005,04-2021
2020-10-31,4475.68,04-2021
2020-11-30,16907.98,04-2021
2020-12-31,22081.17,04-2021
2021-01-31,26104.29,04-2021
2021-02-28,26017.52,04-2021
2021-03-31,173609.38999999998,04-2021
2021-04-30,3998390.69,04-2021
2006-11-30,113.4,04-2022
2006-12-31,3074.0899999999997,04-2022
2007-01-31,1747.37,04-2022
2007-02-28,0.0,04-2022
2007-03-31,2346.06,04-2022
2007-04-30,415.8,04-2022
2007-05-31,594.48,04-2022
2007-06-30,389.79,04-2022
2007-07-31,422.08,04-2022
2007-08-31,0.0,04-2022
2007-09-30,0.0,04-2022
2007-10-31,155.6,04-2022
2007-11-30,0.0,04-2022
2007-12-31,32.63,04-2022
2008-01-31,0.0,04-2022
2008-02-29,0.0,04-2022
2008-03-31,40.0,04-2022
2008-04-30,0.0,04-2022
2008-05-31,0.0,04-2022
2008-06-30,0.0,04-2022
2008-07-31,0.0,04-2022
2008-08-31,0.0,04-2022
2008-09-30,0.0,04-2022
2008-10-31,84.0,04-2022
2008-11-30,42.0,04-2022
2008-12-31,875.0,04-2022
2009-01-31,293.41999999999996,04-2022
2009-02-28,0.0,04-2022
2009-03-31,0.0,04-2022
2009-04-30,42.0,04-2022
2009-05-31,0.0,04-2022
2009-06-30,0.0,04-2022
2009-07-31,0.0,04-2022
2009-08-31,900.0,04-2022
2009-09-30,0.0,04-2022
2009-10-31,646.68,04-2022
2009-11-30,351.1,04-2022
2009-12-31,0.0,04-2022
2010-01-31,3007.06,04-2022
2010-02-28,0.0,04-2022
2010-03-31,0.0,04-2022
2010-04-30,1027.72,04-2022
2010-05-31,0.0,04-2022
2010-06-30,32.25,04-2022
2010-07-31,0.0,04-2022
2010-08-31,0.0,04-2022
2010-09-30,174.03,04-2022
2010-10-31,236.87,04-2022
2010-11-30,80.1,04-2022
2010-12-31,119.68,04-2022
2011-01-31,0.0,04-2022
2011-02-28,4091.58,04-2022
2011-03-31,0.0,04-2022
2011-04-30,247.79999999999998,04-2022
2011-05-31,40.94,04-2022
2011-06-30,56.96,04-2022
2011-07-31,0.0,04-2022
2011-08-31,2701.76,04-2022
2011-09-30,19.15,04-2022
2011-10-31,44.5,04-2022
2011-11-30,65.95,04-2022
2011-12-31,571.4300000000001,04-2022
2012-01-31,789.3199999999999,04-2022
2012-02-29,0.0,04-2022
2012-03-31,173.8,04-2022
2012-04-30,403.9,04-2022
2012-05-31,195.47,04-2022
2012-06-30,767.97,04-2022
2012-07-31,172.0,04-2022
2012-08-31,442.2,04-2022
2012-09-30,1475.9,04-2022
2012-10-31,208.45,04-2022
2012-11-30,763.3,04-2022
2012-12-31,617.48,04-2022
2013-01-31,321.98,04-2022
2013-02-28,266.25,04-2022
2013-03-31,334.06,04-2022
2013-04-30,3312.8299999999995,04-2022
2013-05-31,618.26,04-2022
2013-06-30,75.55,04-2022
2013-07-31,941.51,04-2022
2013-08-31,143.57,04-2022
2013-09-30,402.0,04-2022
2013-10-31,426.86,04-2022
2013-11-30,323.75,04-2022
2013-12-31,393.28,04-2022
2014-01-31,334.96,04-2022
2014-02-28,519.13,04-2022
2014-03-31,622.11,04-2022
2014-04-30,6353.959999999999,04-2022
2014-05-31,191.55,04-2022
2014-06-30,587.65,04-2022
2014-07-31,146.0,04-2022
2014-08-31,268.0,04-2022
2014-09-30,146.0,04-2022
2014-10-31,0.0,04-2022
2014-11-30,633.0,04-2022
2014-12-31,918.92,04-2022
2015-01-31,0.0,04-2022
2015-02-28,1692.26,04-2022
2015-03-31,0.0,04-2022
2015-04-30,640.88,04-2022
2015-05-31,2814.56,04-2022
2015-06-30,0.0,04-2022
2015-07-31,0.0,04-2022
2015-08-31,2893.7599999999998,04-2022
2015-09-30,68.28,04-2022
2015-10-31,0.0,04-2022
2015-11-30,894.35,04-2022
2015-12-31,1353.46,04-2022
2016-01-31,1296.68,04-2022
2016-02-29,1754.7,04-2022
2016-03-31,137.39,04-2022
2016-04-30,0.0,04-2022
2016-05-31,562.1800000000001,04-2022
2016-06-30,664.0,04-2022
2016-07-31,303.14,04-2022
2016-08-31,3781.87,04-2022
2016-09-30,1442.6399999999999,04-2022
2016-10-31,708.3900000000001,04-2022
2016-11-30,692.7,04-2022
2016-12-31,1218.72,04-2022
2017-01-31,766.12,04-2022
2017-02-28,270.6,04-2022
2017-03-31,329.67,04-2022
2017-04-30,318.22,04-2022
2017-05-31,0.0,04-2022
2017-06-30,211.64,04-2022
2017-07-31,440.0,04-2022
2017-08-31,77.63,04-2022
2017-09-30,641.3599999999999,04-2022
2017-10-31,797.36,04-2022
2017-11-30,283.0,04-2022
2017-12-31,0.0,04-2022
2018-01-31,334.48,04-2022
2018-02-28,0.0,04-2022
2018-03-31,1726.16,04-2022
2018-04-30,1197.01,04-2022
2018-05-31,1155.03,04-2022
2018-06-30,285.0,04-2022
2018-07-31,791.41,04-2022
2018-08-31,423.1,04-2022
2018-09-30,1298.37,04-2022
2018-10-31,1178.6,04-2022
2018-11-30,1123.06,04-2022
2018-12-31,605.53,04-2022
2019-01-31,0.0,04-2022
2019-02-28,756.53,04-2022
2019-03-31,1522.15,04-2022
2019-04-30,780.53,04-2022
2019-05-31,100.0,04-2022
2019-06-30,362.72,04-2022
2019-07-31,0.0,04-2022
2019-08-31,416.0,04-2022
2019-09-30,0.0,04-2022
2019-10-31,0.0,04-2022
2019-11-30,305.09000000000003,04-2022
2019-12-31,1096.6,04-2022
2020-01-31,2033.41,04-2022
2020-02-29,5841.84,04-2022
2020-03-31,1348.39,04-2022
2020-04-30,223.29,04-2022
2020-05-31,1762.61,04-2022
2020-06-30,371.6,04-2022
2020-07-31,3014.49,04-2022
2020-08-31,5627.44,04-2022
2020-09-30,1355.0,04-2022
2020-10-31,766.31,04-2022
2020-11-30,6467.799999999999,04-2022
2020-12-31,5051.53,04-2022
2021-01-31,4269.62,04-2022
2021-02-28,4981.7,04-2022
2021-03-31,207.8,04-2022
2021-04-30,3845.96,04-2022
2021-05-31,2740.38,04-2022
2021-06-30,3907.05,04-2022
2021-07-31,1776.54,04-2022
2021-08-31,5661.299999999999,04-2022
2021-09-30,7687.39,04-2022
2021-10-31,17408.8,04-2022
2021-11-30,26131.24,04-2022
2021-12-31,23600.15,04-2022
2022-01-31,187985.18000000002,04-2022
2022-02-28,21448.63,04-2022
2022-03-31,1632235.08,04-2022
2022-04-30,5046044.2,04-2022
2006-11-30,113.4,06-2021
2006-12-31,3074.0899999999997,06-2021
2007-01-31,1747.37,06-2021
2007-02-28,0.0,06-2021
2007-03-31,2346.06,06-2021
2007-04-30,415.8,06-2021
2007-05-31,594.48,06-2021
2007-06-30,389.79,06-2021
2007-07-31,422.08,06-2021
2007-08-31,0.0,06-2021
2007-09-30,0.0,06-2021
2007-10-31,155.6,06-2021
2007-11-30,0.0,06-2021
2007-12-31,32.63,06-2021
2008-01-31,0.0,06-2021
2008-02-29,0.0,06-2021
2008-03-31,40.0,06-2021
2008-04-30,0.0,06-2021
2008-05-31,0.0,06-2021
2008-06-30,0.0,06-2021
2008-07-31,0.0,06-2021
2008-08-31,0.0,06-2021
2008-09-30,0.0,06-2021
2008-10-31,84.0,06-2021
2008-11-30,42.0,06-2021
2008-12-31,875.0,06-2021
2009-01-31,293.41999999999996,06-2021
2009-02-28,0.0,06-2021
2009-03-31,0.0,06-2021
2009-04-30,42.0,06-2021
2009-05-31,0.0,06-2021
2009-06-30,0.0,06-2021
2009-07-31,0.0,06-2021
2009-08-31,900.0,06-2021
2009-09-30,0.0,06-2021
2009-10-31,646.68,06-2021
2009-11-30,351.1,06-2021
2009-12-31,0.0,06-2021
2010-01-31,3007.06,06-2021
2010-02-28,0.0,06-2021
2010-03-31,0.0,06-2021
2010-04-30,1027.72,06-2021
2010-05-31,0.0,06-2021
2010-06-30,32.25,06-2021
2010-07-31,0.0,06-2021
2010-08-31,0.0,06-2021
2010-09-30,174.03,06-2021
2010-10-31,236.87,06-2021
2010-11-30,80.1,06-2021
2010-12-31,119.68,06-2021
2011-01-31,0.0,06-2021
2011-02-28,4091.58,06-2021
2011-03-31,0.0,06-2021
2011-04-30,247.79999999999998,06-2021
2011-05-31,40.94,06-2021
2011-06-30,56.96,06-2021
2011-07-31,0.0,06-2021
2011-08-31,2701.76,06-2021
2011-09-30,19.15,06-2021
2011-10-31,44.5,06-2021
2011-11-30,65.95,06-2021
2011-12-31,571.4300000000001,06-2021
2012-01-31,789.3199999999999,06-2021
2012-02-29,0.0,06-2021
2012-03-31,173.8,06-2021
2012-04-30,403.9,06-2021
2012-05-31,195.47,06-2021
2012-06-30,767.97,06-2021
2012-07-31,172.0,06-2021
2012-08-31,442.2,06-2021
2012-09-30,1475.9,06-2021
2012-10-31,208.45,06-2021
2012-11-30,763.3,06-2021
2012-12-31,617.48,06-2021
2013-01-31,321.98,06-2021
2013-02-28,266.25,06-2021
2013-03-31,334.06,06-2021
2013-04-30,3312.8299999999995,06-2021
2013-05-31,618.26,06-2021
2013-06-30,75.55,06-2021
2013-07-31,941.51,06-2021
2013-08-31,143.57,06-2021
2013-09-30,402.0,06-2021
2013-10-31,426.86,06-2021
2013-11-30,323.75,06-2021
2013-12-31,393.28,06-2021
2014-01-31,334.96,06-2021
2014-02-28,519.13,06-2021
2014-03-31,622.11,06-2021
2014-04-30,6353.959999999999,06-2021
2014-05-31,191.55,06-2021
2014-06-30,587.65,06-2021
2014-07-31,146.0,06-2021
2014-08-31,268.0,06-2021
2014-09-30,146.0,06-2021
2014-10-31,0.0,06-2021
2014-11-30,633.0,06-2021
2014-12-31,918.92,06-2021
2015-01-31,0.0,06-2021
2015-02-28,1692.26,06-2021
2015-03-31,0.0,06-2021
2015-04-30,640.88,06-2021
2015-05-31,2814.56,06-2021
2015-06-30,0.0,06-2021
2015-07-31,0.0,06-2021
2015-08-31,2893.7599999999998,06-2021
2015-09-30,68.28,06-2021
2015-10-31,0.0,06-2021
2015-11-30,894.35,06-2021
2015-12-31,1353.46,06-2021
2016-01-31,1296.68,06-2021
2016-02-29,1754.7,06-2021
2016-03-31,137.39,06-2021
2016-04-30,0.0,06-2021
2016-05-31,562.1800000000001,06-2021
2016-06-30,911.56,06-2021
2016-07-31,303.14,06-2021
2016-08-31,3876.27,06-2021
2016-09-30,1442.6399999999999,06-2021
2016-10-31,708.3900000000001,06-2021
2016-11-30,692.7,06-2021
2016-12-31,1218.72,06-2021
2017-01-31,766.12,06-2021
2017-02-28,270.6,06-2021
2017-03-31,329.67,06-2021
2017-04-30,318.22,06-2021
2017-05-31,0.0,06-2021
2017-06-30,211.64,06-2021
2017-07-31,440.0,06-2021
2017-08-31,77.63,06-2021
2017-09-30,641.3599999999999,06-2021
2017-10-31,797.36,06-2021
2017-11-30,283.0,06-2021
2017-12-31,368.33,06-2021
2018-01-31,334.48,06-2021
2018-02-28,0.0,06-2021
2018-03-31,1726.16,06-2021
2018-04-30,1197.01,06-2021
2018-05-31,1155.03,06-2021
2018-06-30,285.0,06-2021
2018-07-31,791.41,06-2021
2018-08-31,423.1,06-2021
2018-09-30,1298.37,06-2021
2018-10-31,1178.6,06-2021
2018-11-30,1123.06,06-2021
2018-12-31,605.53,06-2021
2019-01-31,0.0,06-2021
2019-02-28,1539.1399999999999,06-2021
2019-03-31,1522.15,06-2021
2019-04-30,780.53,06-2021
2019-05-31,100.0,06-2021
2019-06-30,362.72,06-2021
2019-07-31,0.0,06-2021
2019-08-31,416.0,06-2021
2019-09-30,0.0,06-2021
2019-10-31,0.0,06-2021
2019-11-30,305.09000000000003,06-2021
2019-12-31,1296.72,06-2021
2020-01-31,2033.41,06-2021
2020-02-29,6848.57,06-2021
2020-03-31,2600.3900000000003,06-2021
2020-04-30,223.29,06-2021
2020-05-31,1762.61,06-2021
2020-06-30,371.6,06-2021
2020-07-31,3014.49,06-2021
2020-08-31,5627.44,06-2021
2020-09-30,4605.700000000001,06-2021
2020-10-31,3506.3199999999997,06-2021
2020-11-30,10686.52,06-2021
2020-12-31,18086.87,06-2021
2021-01-31,11481.33,06-2021
2021-02-28,17198.260000000002,06-2021
2021-03-31,26291.2,06-2021
2021-04-30,74485.33,06-2021
2021-05-31,124286.39,06-2021
2021-06-30,3784230.2800000003,06-2021
2006-11-30,113.4,09-2021
2006-12-31,3074.0899999999997,09-2021
2007-01-31,1747.37,09-2021
2007-02-28,0.0,09-2021
2007-03-31,2346.06,09-2021
2007-04-30,415.8,09-2021
2007-05-31,594.48,09-2021
2007-06-30,389.79,09-2021
2007-07-31,422.08,09-2021
2007-08-31,0.0,09-2021
2007-09-30,0.0,09-2021
2007-10-31,155.6,09-2021
2007-11-30,0.0,09-2021
2007-12-31,32.63,09-2021
2008-01-31,0.0,09-2021
2008-02-29,0.0,09-2021
2008-03-31,40.0,09-2021
2008-04-30,0.0,09-2021
2008-05-31,0.0,09-2021
2008-06-30,0.0,09-2021
2008-07-31,0.0,09-2021
2008-08-31,0.0,09-2021
2008-09-30,0.0,09-2021
2008-10-31,84.0,09-2021
2008-11-30,42.0,09-2021
2008-12-31,875.0,09-2021
2009-01-31,293.41999999999996,09-2021
2009-02-28,0.0,09-2021
2009-03-31,0.0,09-2021
2009-04-30,42.0,09-2021
2009-05-31,0.0,09-2021
2009-06-30,0.0,09-2021
2009-07-31,0.0,09-2021
2009-08-31,900.0,09-2021
2009-09-30,0.0,09-2021
2009-10-31,646.68,09-2021
2009-11-30,351.1,09-2021
2009-12-31,0.0,09-2021
2010-01-31,3007.06,09-2021
2010-02-28,0.0,09-2021
2010-03-31,0.0,09-2021
2010-04-30,1027.72,09-2021
2010-05-31,0.0,09-2021
2010-06-30,32.25,09-2021
2010-07-31,0.0,09-2021
2010-08-31,0.0,09-2021
2010-09-30,174.03,09-2021
2010-10-31,236.87,09-2021
2010-11-30,80.1,09-2021
2010-12-31,119.68,09-2021
2011-01-31,0.0,09-2021
2011-02-28,4091.58,09-2021
2011-03-31,0.0,09-2021
2011-04-30,247.79999999999998,09-2021
2011-05-31,40.94,09-2021
2011-06-30,56.96,09-2021
2011-07-31,0.0,09-2021
2011-08-31,2701.76,09-2021
2011-09-30,19.15,09-2021
2011-10-31,44.5,09-2021
2011-11-30,65.95,09-2021
2011-12-31,571.4300000000001,09-2021
2012-01-31,789.3199999999999,09-2021
2012-02-29,0.0,09-2021
2012-03-31,173.8,09-2021
2012-04-30,403.9,09-2021
2012-05-31,195.47,09-2021
2012-06-30,767.97,09-2021
2012-07-31,172.0,09-2021
2012-08-31,442.2,09-2021
2012-09-30,1475.9,09-2021
2012-10-31,208.45,09-2021
2012-11-30,763.3,09-2021
2012-12-31,617.48,09-2021
2013-01-31,321.98,09-2021
2013-02-28,266.25,09-2021
2013-03-31,334.06,09-2021
2013-04-30,3312.8299999999995,09-2021
2013-05-31,618.26,09-2021
2013-06-30,75.55,09-2021
2013-07-31,941.51,09-2021
2013-08-31,143.57,09-2021
2013-09-30,402.0,09-2021
2013-10-31,426.86,09-2021
2013-11-30,323.75,09-2021
2013-12-31,393.28,09-2021
2014-01-31,334.96,09-2021
2014-02-28,519.13,09-2021
2014-03-31,622.11,09-2021
2014-04-30,6353.959999999999,09-2021
2014-05-31,191.55,09-2021
2014-06-30,587.65,09-2021
2014-07-31,146.0,09-2021
2014-08-31,268.0,09-2021
2014-09-30,146.0,09-2021
2014-10-31,0.0,09-2021
2014-11-30,633.0,09-2021
2014-12-31,918.92,09-2021
2015-01-31,0.0,09-2021
2015-02-28,1692.26,09-2021
2015-03-31,0.0,09-2021
2015-04-30,640.88,09-2021
2015-05-31,2814.56,09-2021
2015-06-30,0.0,09-2021
2015-07-31,0.0,09-2021
2015-08-31,2893.7599999999998,09-2021
2015-09-30,68.28,09-2021
2015-10-31,0.0,09-2021
2015-11-30,894.35,09-2021
2015-12-31,1353.46,09-2021
2016-01-31,1296.68,09-2021
2016-02-29,1754.7,09-2021
2016-03-31,137.39,09-2021
2016-04-30,0.0,09-2021
2016-05-31,562.1800000000001,09-2021
2016-06-30,911.56,09-2021
2016-07-31,303.14,09-2021
2016-08-31,3876.27,09-2021
2016-09-30,1442.6399999999999,09-2021
2016-10-31,708.3900000000001,09-2021
2016-11-30,692.7,09-2021
2016-12-31,1218.72,09-2021
2017-01-31,766.12,09-2021
2017-02-28,270.6,09-2021
2017-03-31,329.67,09-2021
2017-04-30,318.22,09-2021
2017-05-31,0.0,09-2021
2017-06-30,211.64,09-2021
2017-07-31,440.0,09-2021
2017-08-31,77.63,09-2021
2017-09-30,641.3599999999999,09-2021
2017-10-31,797.36,09-2021
2017-11-30,283.0,09-2021
2017-12-31,368.33,09-2021
2018-01-31,334.48,09-2021
2018-02-28,0.0,09-2021
2018-03-31,1726.16,09-2021
2018-04-30,1197.01,09-2021
2018-05-31,1155.03,09-2021
2018-06-30,285.0,09-2021
2018-07-31,791.41,09-2021
2018-08-31,423.1,09-2021
2018-09-30,1298.37,09-2021
2018-10-31,1178.6,09-2021
2018-11-30,1123.06,09-2021
2018-12-31,605.53,09-2021
2019-01-31,0.0,09-2021
2019-02-28,1539.1399999999999,09-2021
2019-03-31,1522.15,09-2021
2019-04-30,780.53,09-2021
2019-05-31,100.0,09-2021
2019-06-30,362.72,09-2021
2019-07-31,0.0,09-2021
2019-08-31,416.0,09-2021
2019-09-30,0.0,09-2021
2019-10-31,0.0,09-2021
2019-11-30,305.09000000000003,09-2021
2019-12-31,1296.72,09-2021
2020-01-31,2033.41,09-2021
2020-02-29,6848.57,09-2021
2020-03-31,2600.3900000000003,09-2021
2020-04-30,223.29,09-2021
2020-05-31,1762.61,09-2021
2020-06-30,371.6,09-2021
2020-07-31,3014.49,09-2021
2020-08-31,5627.44,09-2021
2020-09-30,1355.0,09-2021
2020-10-31,1426.37,09-2021
2020-11-30,6467.799999999999,09-2021
2020-12-31,5188.48,09-2021
2021-01-31,4975.32,09-2021
2021-02-28,6091.74,09-2021
2021-03-31,4173.29,09-2021
2021-04-30,5665.77,09-2021
2021-05-31,23699.989999999998,09-2021
2021-06-30,15593.59,09-2021
2021-07-31,134765.67,09-2021
2021-08-31,275437.51999999996,09-2021
2021-09-30,4428419.46,09-2021
2006-11-30,113.4,11-2021
2006-12-31,3074.0899999999997,11-2021
2007-01-31,1747.37,11-2021
2007-02-28,0.0,11-2021
2007-03-31,2346.06,11-2021
2007-04-30,415.8,11-2021
2007-05-31,594.48,11-2021
2007-06-30,389.79,11-2021
2007-07-31,422.08,11-2021
2007-08-31,0.0,11-2021
2007-09-30,0.0,11-2021
2007-10-31,155.6,11-2021
2007-11-30,0.0,11-2021
2007-12-31,32.63,11-2021
2008-01-31,0.0,11-2021
2008-02-29,0.0,11-2021
2008-03-31,40.0,11-2021
2008-04-30,0.0,11-2021
2008-05-31,0.0,11-2021
2008-06-30,0.0,11-2021
2008-07-31,0.0,11-2021
2008-08-31,0.0,11-2021
2008-09-30,0.0,11-2021
2008-10-31,84.0,11-2021
2008-11-30,42.0,11-2021
2008-12-31,875.0,11-2021
2009-01-31,293.41999999999996,11-2021
2009-02-28,0.0,11-2021
2009-03-31,0.0,11-2021
2009-04-30,42.0,11-2021
2009-05-31,0.0,11-2021
2009-06-30,0.0,11-2021
2009-07-31,0.0,11-2021
2009-08-31,900.0,11-2021
2009-09-30,0.0,11-2021
2009-10-31,646.68,11-2021
2009-11-30,351.1,11-2021
2009-12-31,0.0,11-2021
2010-01-31,3007.06,11-2021
2010-02-28,0.0,11-2021
2010-03-31,0.0,11-2021
2010-04-30,1027.72,11-2021
2010-05-31,0.0,11-2021
2010-06-30,32.25,11-2021
2010-07-31,0.0,11-2021
2010-08-31,0.0,11-2021
2010-09-30,174.03,11-2021
2010-10-31,236.87,11-2021
2010-11-30,80.1,11-2021
2010-12-31,119.68,11-2021
2011-01-31,0.0,11-2021
2011-02-28,4091.58,11-2021
2011-03-31,0.0,11-2021
2011-04-30,247.79999999999998,11-2021
2011-05-31,40.94,11-2021
2011-06-30,56.96,11-2021
2011-07-31,0.0,11-2021
2011-08-31,2701.76,11-2021
2011-09-30,19.15,11-2021
2011-10-31,44.5,11-2021
2011-11-30,65.95,11-2021
2011-12-31,571.4300000000001,11-2021
2012-01-31,789.3199999999999,11-2021
2012-02-29,0.0,11-2021
2012-03-31,173.8,11-2021
2012-04-30,403.9,11-2021
2012-05-31,195.47,11-2021
2012-06-30,767.97,11-2021
2012-07-31,172.0,11-2021
2012-08-31,442.2,11-2021
2012-09-30,1475.9,11-2021
2012-10-31,208.45,11-2021
2012-11-30,763.3,11-2021
2012-12-31,617.48,11-2021
2013-01-31,321.98,11-2021
2013-02-28,266.25,11-2021
2013-03-31,334.06,11-2021
2013-04-30,3312.8299999999995,11-2021
2013-05-31,618.26,11-2021
2013-06-30,75.55,11-2021
2013-07-31,941.51,11-2021
2013-08-31,143.57,11-2021
2013-09-30,402.0,11-2021
2013-10-31,426.86,11-2021
2013-11-30,323.75,11-2021
2013-12-31,393.28,11-2021
2014-01-31,334.96,11-2021
2014-02-28,519.13,11-2021
2014-03-31,622.11,11-2021
2014-04-30,6353.959999999999,11-2021
2014-05-31,191.55,11-2021
2014-06-30,587.65,11-2021
2014-07-31,146.0,11-2021
2014-08-31,268.0,11-2021
2014-09-30,146.0,11-2021
2014-10-31,0.0,11-2021
2014-11-30,633.0,11-2021
2014-12-31,918.92,11-2021
2015-01-31,0.0,11-2021
2015-02-28,1692.26,11-2021
2015-03-31,0.0,11-2021
2015-04-30,640.88,11-2021
2015-05-31,2814.56,11-2021
2015-06-30,0.0,11-2021
2015-07-31,0.0,11-2021
2015-08-31,2893.7599999999998,11-2021
2015-09-30,68.28,11-2021
2015-10-31,0.0,11-2021
2015-11-30,894.35,11-2021
2015-12-31,1353.46,11-2021
2016-01-31,1296.68,11-2021
2016-02-29,1754.7,11-2021
2016-03-31,137.39,11-2021
2016-04-30,0.0,11-2021
2016-05-31,562.1800000000001,11-2021
2016-06-30,664.0,11-2021
2016-07-31,303.14,11-2021
2016-08-31,3781.87,11-2021
2016-09-30,1442.6399999999999,11-2021
2016-10-31,708.3900000000001,11-2021
2016-11-30,692.7,11-2021
2016-12-31,1218.72,11-2021
2017-01-31,766.12,11-2021
2017-02-28,270.6,11-2021
2017-03-31,329.67,11-2021
2017-04-30,318.22,11-2021
2017-05-31,0.0,11-2021
2017-06-30,211.64,11-2021
2017-07-31,440.0,11-2021
2017-08-31,77.63,11-2021
2017-09-30,641.3599999999999,11-2021
2017-10-31,797.36,11-2021
2017-11-30,283.0,11-2021
2017-12-31,0.0,11-2021
2018-01-31,334.48,11-2021
2018-02-28,0.0,11-2021
2018-03-31,1726.16,11-2021
2018-04-30,1197.01,11-2021
2018-05-31,1155.03,11-2021
2018-06-30,285.0,11-2021
2018-07-31,791.41,11-2021
2018-08-31,423.1,11-2021
2018-09-30,1298.37,11-2021
2018-10-31,1178.6,11-2021
2018-11-30,1123.06,11-2021
2018-12-31,605.53,11-2021
2019-01-31,0.0,11-2021
2019-02-28,756.53,11-2021
2019-03-31,1522.15,11-2021
2019-04-30,780.53,11-2021
2019-05-31,100.0,11-2021
2019-06-30,362.72,11-2021
2019-07-31,0.0,11-2021
2019-08-31,416.0,11-2021
2019-09-30,0.0,11-2021
2019-10-31,0.0,11-2021
2019-11-30,305.09000000000003,11-2021
2019-12-31,1296.72,11-2021
2020-01-31,2033.41,11-2021
2020-02-29,6848.57,11-2021
2020-03-31,1348.39,11-2021
2020-04-30,223.29,11-2021
2020-05-31,1762.61,11-2021
2020-06-30,371.6,11-2021
2020-07-31,3014.49,11-2021
2020-08-31,5627.44,11-2021
2020-09-30,1355.0,11-2021
2020-10-31,1426.37,11-2021
2020-11-30,6467.799999999999,11-2021
2020-12-31,5188.48,11-2021
2021-01-31,4269.62,11-2021
2021-02-28,4981.7,11-2021
2021-03-31,3956.69,11-2021
2021-04-30,3887.35,11-2021
2021-05-31,19967.329999999998,11-2021
2021-06-30,10967.33,11-2021
2021-07-31,123125.73,11-2021
2021-08-31,20103.62,11-2021
2021-09-30,109663.1,11-2021
2021-10-31,424051.92,11-2021
2021-11-30,4618620.21,11-2021
2006-11-30,113.4,01-2021
2006-12-31,3074.0899999999997,01-2021
2007-01-31,1747.37,01-2021
2007-02-28,0.0,01-2021
2007-03-31,2346.06,01-2021
2007-04-30,415.8,01-2021
2007-05-31,594.48,01-2021
2007-06-30,389.79,01-2021
2007-07-31,422.08,01-2021
